timestamp,epoch,global_step,local_step,loss,avg_loss,lr,cpu_mem_gb,gpu_mem_gb,gpu_peak_mem_gb
2026-03-07_22-16-22,1,100,100,1.000028,1.000017,0.050000,13.050,13.966,12.743
2026-03-07_22-16-23,2,101,1,1.000028,1.000028,0.050000,13.050,14.044,12.817
2026-03-07_22-16-24,2,102,2,1.000029,1.000028,0.050000,13.050,14.181,12.904
2026-03-07_22-16-24,2,103,3,1.000029,1.000029,0.050000,13.050,14.180,12.904
2026-03-07_22-16-25,2,104,4,1.000029,1.000029,0.050000,13.050,14.180,12.904
2026-03-07_22-16-26,2,105,5,1.000029,1.000029,0.050000,13.050,14.180,12.904
2026-03-07_22-16-27,2,106,6,1.000031,1.000029,0.050000,13.050,14.180,12.904
2026-03-07_22-16-28,2,107,7,1.000030,1.000029,0.050000,13.050,14.180,12.904
2026-03-07_22-16-29,2,108,8,1.000030,1.000029,0.050000,13.050,14.180,12.904
2026-03-07_22-16-30,2,109,9,1.000029,1.000029,0.050000,13.050,14.180,12.904
2026-03-07_22-16-31,2,110,10,1.000030,1.000029,0.050000,13.050,14.180,12.904
2026-03-07_22-16-32,2,111,11,1.000030,1.000029,0.050000,13.050,14.434,13.162
2026-03-07_22-16-33,2,112,12,1.000031,1.000030,0.050000,13.050,14.434,13.162
2026-03-07_22-16-33,2,113,13,1.000031,1.000030,0.050000,13.050,14.434,13.162
2026-03-07_22-16-34,2,114,14,1.000031,1.000030,0.050000,13.050,14.434,13.162
2026-03-07_22-16-35,2,115,15,1.000032,1.000030,0.050000,13.050,14.434,13.162
2026-03-07_22-16-36,2,116,16,1.000032,1.000030,0.050000,13.050,14.434,13.162
2026-03-07_22-16-37,2,117,17,1.000033,1.000030,0.050000,13.050,14.434,13.162
2026-03-07_22-16-37,2,118,18,1.000033,1.000030,0.050000,13.050,14.434,13.162
2026-03-07_22-16-38,2,119,19,1.000033,1.000030,0.050000,13.050,14.434,13.162
2026-03-07_22-16-39,2,120,20,1.000034,1.000031,0.050000,13.050,14.747,13.462
2026-03-07_22-16-40,2,121,21,1.000033,1.000031,0.050000,13.050,14.747,13.462
2026-03-07_22-16-41,2,122,22,1.000033,1.000031,0.050000,13.050,14.747,13.462
2026-03-07_22-16-42,2,123,23,1.000035,1.000031,0.050000,13.050,14.903,13.745
2026-03-07_22-16-43,2,124,24,1.000035,1.000031,0.050000,13.050,14.903,13.745
2026-03-07_22-16-44,2,125,25,1.000033,1.000031,0.050000,13.050,14.903,13.745
2026-03-07_22-16-45,2,126,26,1.000035,1.000031,0.050000,13.050,14.903,13.745
2026-03-07_22-16-45,2,127,27,1.000034,1.000031,0.050000,13.050,14.903,13.745
2026-03-07_22-16-46,2,128,28,1.000036,1.000032,0.050000,13.050,14.903,13.745
2026-03-07_22-16-47,2,129,29,1.000035,1.000032,0.050000,13.050,14.903,13.745
2026-03-07_22-16-48,2,130,30,1.000035,1.000032,0.050000,13.050,14.903,13.745
2026-03-07_22-16-49,2,131,31,1.000039,1.000032,0.050000,13.050,14.903,13.745
2026-03-07_22-16-50,2,132,32,1.000037,1.000032,0.050000,13.050,14.903,13.745
2026-03-07_22-16-50,2,133,33,1.000037,1.000032,0.050000,13.050,14.903,13.745
2026-03-07_22-16-51,2,134,34,1.000037,1.000032,0.050000,13.050,14.903,13.745
2026-03-07_22-16-52,2,135,35,1.000037,1.000033,0.050000,13.050,14.903,13.745
2026-03-07_22-16-53,2,136,36,1.000039,1.000033,0.050000,13.050,14.903,13.745
2026-03-07_22-16-54,2,137,37,1.000040,1.000033,0.050000,13.050,14.903,13.745
2026-03-07_22-16-55,2,138,38,1.000038,1.000033,0.050000,13.050,14.903,13.745
2026-03-07_22-16-56,2,139,39,1.000040,1.000033,0.050000,13.050,14.903,13.745
2026-03-07_22-16-57,2,140,40,1.000038,1.000033,0.050000,13.050,14.903,13.745
2026-03-07_22-16-57,2,141,41,1.000041,1.000034,0.050000,13.050,14.903,13.745
2026-03-07_22-16-58,2,142,42,1.000038,1.000034,0.050000,13.050,14.903,13.745
2026-03-07_22-16-59,2,143,43,1.000040,1.000034,0.050000,13.050,14.904,13.745
2026-03-07_22-17-00,2,144,44,1.000039,1.000034,0.050000,13.050,14.904,13.745
2026-03-07_22-17-01,2,145,45,1.000039,1.000034,0.050000,13.050,14.902,13.745
2026-03-07_22-17-02,2,146,46,1.000041,1.000034,0.050000,13.050,14.902,13.745
2026-03-07_22-17-03,2,147,47,1.000042,1.000034,0.050000,13.050,14.902,13.745
2026-03-07_22-17-04,2,148,48,1.000040,1.000034,0.050000,13.050,14.902,13.745
2026-03-07_22-17-04,2,149,49,1.000040,1.000035,0.050000,13.050,14.902,13.745
2026-03-07_22-17-05,2,150,50,1.000043,1.000035,0.050000,13.050,14.902,13.745
2026-03-07_22-17-06,2,151,51,1.000042,1.000035,0.050000,13.050,14.902,13.745
2026-03-07_22-17-07,2,152,52,1.000041,1.000035,0.050000,13.050,14.902,13.745
2026-03-07_22-17-08,2,153,53,1.000044,1.000035,0.050000,13.050,14.902,13.745
2026-03-07_22-17-09,2,154,54,1.000043,1.000035,0.050000,13.050,14.902,13.745
2026-03-07_22-17-10,2,155,55,1.000042,1.000035,0.050000,13.050,14.902,13.745
2026-03-07_22-17-10,2,156,56,1.000043,1.000036,0.050000,13.050,14.902,13.745
2026-03-07_22-17-11,2,157,57,1.000043,1.000036,0.050000,13.050,14.902,13.745
2026-03-07_22-17-12,2,158,58,1.000044,1.000036,0.050000,13.050,14.902,13.745
2026-03-07_22-17-13,2,159,59,1.000045,1.000036,0.050000,13.050,14.902,13.745
2026-03-07_22-17-14,2,160,60,1.000045,1.000036,0.050000,13.050,14.902,13.745
2026-03-07_22-17-15,2,161,61,1.000044,1.000036,0.050000,13.050,14.902,13.745
2026-03-07_22-17-16,2,162,62,1.000045,1.000036,0.050000,13.050,14.902,13.745
2026-03-07_22-17-17,2,163,63,1.000046,1.000037,0.050000,13.050,14.902,13.745
2026-03-07_22-17-17,2,164,64,1.000045,1.000037,0.050000,13.050,14.902,13.745
2026-03-07_22-17-18,2,165,65,1.000045,1.000037,0.050000,13.050,14.902,13.745
2026-03-07_22-17-19,2,166,66,1.000046,1.000037,0.050000,13.050,14.902,13.745
2026-03-07_22-17-20,2,167,67,1.000046,1.000037,0.050000,13.050,14.902,13.745
2026-03-07_22-17-21,2,168,68,1.000046,1.000037,0.050000,13.050,14.902,13.745
2026-03-07_22-17-22,2,169,69,1.000047,1.000037,0.050000,13.050,14.902,13.745
2026-03-07_22-17-23,2,170,70,1.000049,1.000038,0.050000,13.050,14.902,13.745
2026-03-07_22-17-24,2,171,71,1.000047,1.000038,0.050000,13.050,14.902,13.745
2026-03-07_22-17-24,2,172,72,1.000047,1.000038,0.050000,13.050,14.902,13.745
2026-03-07_22-17-25,2,173,73,1.000047,1.000038,0.050000,13.050,14.902,13.745
2026-03-07_22-17-26,2,174,74,1.000047,1.000038,0.050000,13.050,14.902,13.745
2026-03-07_22-17-27,2,175,75,1.000047,1.000038,0.050000,13.050,14.902,13.745
2026-03-07_22-17-28,2,176,76,1.000050,1.000038,0.050000,13.050,14.902,13.745
2026-03-07_22-17-29,2,177,77,1.000048,1.000038,0.050000,13.050,14.902,13.745
2026-03-07_22-17-30,2,178,78,1.000050,1.000039,0.050000,13.050,14.902,13.745
2026-03-07_22-17-30,2,179,79,1.000049,1.000039,0.050000,13.050,14.902,13.745
2026-03-07_22-17-31,2,180,80,1.000050,1.000039,0.050000,13.050,14.902,13.745
2026-03-07_22-17-32,2,181,81,1.000049,1.000039,0.050000,13.050,14.902,13.745
2026-03-07_22-17-33,2,182,82,1.000049,1.000039,0.050000,13.050,14.902,13.745
2026-03-07_22-17-34,2,183,83,1.000050,1.000039,0.050000,13.050,14.902,13.745
2026-03-07_22-17-35,2,184,84,1.000052,1.000039,0.050000,13.050,14.902,13.745
2026-03-07_22-17-36,2,185,85,1.000050,1.000040,0.050000,13.050,14.902,13.745
2026-03-07_22-17-37,2,186,86,1.000050,1.000040,0.050000,13.050,14.902,13.745
2026-03-07_22-17-38,2,187,87,1.000051,1.000040,0.050000,13.050,14.902,13.745
2026-03-07_22-17-38,2,188,88,1.000051,1.000040,0.050000,13.050,14.902,13.745
2026-03-07_22-17-39,2,189,89,1.000051,1.000040,0.050000,13.050,14.902,13.745
2026-03-07_22-17-40,2,190,90,1.000052,1.000040,0.050000,13.050,14.902,13.745
2026-03-07_22-17-41,2,191,91,1.000051,1.000040,0.050000,13.050,14.902,13.745
2026-03-07_22-17-42,2,192,92,1.000052,1.000040,0.050000,13.050,14.902,13.745
2026-03-07_22-17-43,2,193,93,1.000052,1.000041,0.050000,13.050,14.902,13.745
2026-03-07_22-17-44,2,194,94,1.000052,1.000041,0.050000,13.050,14.902,13.745
2026-03-07_22-17-45,2,195,95,1.000052,1.000041,0.050000,13.050,14.902,13.745
2026-03-07_22-17-46,2,196,96,1.000053,1.000041,0.050000,13.050,14.902,13.745
2026-03-07_22-17-46,2,197,97,1.000053,1.000041,0.050000,13.050,14.902,13.745
2026-03-07_22-17-47,2,198,98,1.000054,1.000041,0.050000,13.050,14.902,13.745
2026-03-07_22-17-48,2,199,99,1.000053,1.000041,0.050000,13.050,14.902,13.745
2026-03-07_22-17-49,2,200,100,1.000053,1.000041,0.050000,13.050,14.902,13.745
2026-03-07_22-17-50,3,201,1,1.000055,1.000055,0.050000,13.050,14.902,12.708
2026-03-07_22-17-51,3,202,2,1.000056,1.000055,0.050000,13.050,14.902,12.708
2026-03-07_22-17-52,3,203,3,1.000054,1.000055,0.050000,13.050,14.902,12.708
2026-03-07_22-17-52,3,204,4,1.000054,1.000055,0.050000,13.050,14.902,12.708
2026-03-07_22-17-53,3,205,5,1.000055,1.000055,0.050000,13.050,14.902,12.708
2026-03-07_22-17-54,3,206,6,1.000054,1.000055,0.050000,13.050,14.902,12.708
2026-03-07_22-17-55,3,207,7,1.000054,1.000055,0.050000,13.050,14.902,12.708
2026-03-07_22-17-56,3,208,8,1.000055,1.000055,0.050000,13.050,14.902,12.708
2026-03-07_22-17-57,3,209,9,1.000055,1.000055,0.050000,13.050,14.902,12.708
2026-03-07_22-17-58,3,210,10,1.000055,1.000055,0.050000,13.050,14.902,13.288
2026-03-07_22-17-59,3,211,11,1.000056,1.000055,0.050000,13.050,14.902,13.563
2026-03-07_22-17-59,3,212,12,1.000056,1.000055,0.050000,13.050,14.903,13.563
2026-03-07_22-18-00,3,213,13,1.000058,1.000055,0.050000,13.050,14.902,13.563
2026-03-07_22-18-01,3,214,14,1.000056,1.000055,0.050000,13.050,14.902,13.563
2026-03-07_22-18-02,3,215,15,1.000056,1.000055,0.050000,13.050,14.902,13.563
2026-03-07_22-18-03,3,216,16,1.000057,1.000055,0.050000,13.050,14.902,13.563
2026-03-07_22-18-04,3,217,17,1.000059,1.000056,0.050000,13.050,14.902,13.563
2026-03-07_22-18-05,3,218,18,1.000058,1.000056,0.050000,13.050,14.902,13.563
2026-03-07_22-18-06,3,219,19,1.000057,1.000056,0.050000,13.050,14.902,13.563
2026-03-07_22-18-06,3,220,20,1.000057,1.000056,0.050000,13.050,14.902,13.563
2026-03-07_22-18-07,3,221,21,1.000057,1.000056,0.050000,13.050,14.902,13.563
2026-03-07_22-18-08,3,222,22,1.000058,1.000056,0.050000,13.050,14.902,13.563
2026-03-07_22-18-09,3,223,23,1.000058,1.000056,0.050000,13.050,14.902,13.563
2026-03-07_22-18-10,3,224,24,1.000058,1.000056,0.050000,13.050,14.902,13.563
2026-03-07_22-18-11,3,225,25,1.000061,1.000056,0.050000,13.050,14.902,13.563
2026-03-07_22-18-12,3,226,26,1.000059,1.000056,0.050000,13.050,14.902,13.563
2026-03-07_22-18-12,3,227,27,1.000059,1.000057,0.050000,13.050,14.903,13.563
2026-03-07_22-18-13,3,228,28,1.000059,1.000057,0.050000,13.050,14.903,13.563
2026-03-07_22-18-14,3,229,29,1.000059,1.000057,0.050000,13.050,14.903,13.563
2026-03-07_22-18-15,3,230,30,1.000060,1.000057,0.050000,13.050,14.902,13.563
2026-03-07_22-18-16,3,231,31,1.000060,1.000057,0.050000,13.050,14.902,13.563
2026-03-07_22-18-17,3,232,32,1.000060,1.000057,0.050000,13.050,14.902,13.563
2026-03-07_22-18-18,3,233,33,1.000060,1.000057,0.050000,13.050,14.903,13.563
2026-03-07_22-18-18,3,234,34,1.000060,1.000057,0.050000,13.050,14.903,13.563
2026-03-07_22-18-19,3,235,35,1.000060,1.000057,0.050000,13.050,14.903,13.563
2026-03-07_22-18-20,3,236,36,1.000061,1.000057,0.050000,13.050,14.902,13.563
2026-03-07_22-18-21,3,237,37,1.000063,1.000058,0.050000,13.050,14.902,13.563
2026-03-07_22-18-22,3,238,38,1.000061,1.000058,0.050000,13.050,14.902,13.563
2026-03-07_22-18-23,3,239,39,1.000063,1.000058,0.050000,13.050,14.902,13.563
2026-03-07_22-18-23,3,240,40,1.000061,1.000058,0.050000,13.050,14.902,13.563
2026-03-07_22-18-24,3,241,41,1.000061,1.000058,0.050000,13.050,14.902,13.563
2026-03-07_22-18-25,3,242,42,1.000062,1.000058,0.050000,13.050,14.902,13.563
2026-03-07_22-18-26,3,243,43,1.000062,1.000058,0.050000,13.050,14.902,13.563
2026-03-07_22-18-27,3,244,44,1.000062,1.000058,0.050000,13.050,14.902,13.563
2026-03-07_22-18-28,3,245,45,1.000063,1.000058,0.050000,13.050,14.902,13.563
2026-03-07_22-18-29,3,246,46,1.000064,1.000058,0.050000,13.050,14.902,13.563
2026-03-07_22-18-29,3,247,47,1.000062,1.000058,0.050000,13.050,14.902,13.563
2026-03-07_22-18-30,3,248,48,1.000062,1.000059,0.050000,13.050,14.902,13.563
2026-03-07_22-18-31,3,249,49,1.000063,1.000059,0.050000,13.050,14.902,13.563
2026-03-07_22-18-32,3,250,50,1.000063,1.000059,0.050000,13.050,14.902,13.563
2026-03-07_22-18-33,3,251,51,1.000066,1.000059,0.050000,13.050,14.902,13.563
2026-03-07_22-18-34,3,252,52,1.000063,1.000059,0.050000,13.050,14.902,13.563
2026-03-07_22-18-35,3,253,53,1.000063,1.000059,0.050000,13.050,14.902,13.563
2026-03-07_22-18-35,3,254,54,1.000063,1.000059,0.050000,13.050,14.902,13.563
2026-03-07_22-18-36,3,255,55,1.000063,1.000059,0.050000,13.051,14.902,13.563
2026-03-07_22-18-37,3,256,56,1.000065,1.000059,0.050000,13.051,14.902,13.563
2026-03-07_22-18-38,3,257,57,1.000065,1.000059,0.050000,13.051,14.902,13.563
2026-03-07_22-18-39,3,258,58,1.000065,1.000059,0.050000,13.051,14.902,13.563
2026-03-07_22-18-40,3,259,59,1.000065,1.000060,0.050000,13.051,14.902,13.563
2026-03-07_22-18-41,3,260,60,1.000063,1.000060,0.050000,13.051,14.902,13.563
2026-03-07_22-18-42,3,261,61,1.000065,1.000060,0.050000,13.051,14.902,13.563
2026-03-07_22-18-43,3,262,62,1.000064,1.000060,0.050000,13.051,14.902,13.563
2026-03-07_22-18-43,3,263,63,1.000066,1.000060,0.050000,13.051,14.902,13.563
2026-03-07_22-18-44,3,264,64,1.000065,1.000060,0.050000,13.051,14.902,13.563
2026-03-07_22-18-45,3,265,65,1.000066,1.000060,0.050000,13.051,14.902,13.563
2026-03-07_22-18-46,3,266,66,1.000065,1.000060,0.050000,13.051,14.902,13.563
2026-03-07_22-18-47,3,267,67,1.000065,1.000060,0.050000,13.051,14.902,13.563
2026-03-07_22-18-48,3,268,68,1.000065,1.000060,0.050000,13.051,14.902,13.563
2026-03-07_22-18-48,3,269,69,1.000065,1.000060,0.050000,13.051,14.902,13.563
2026-03-07_22-18-49,3,270,70,1.000065,1.000060,0.050000,13.051,15.000,13.766
2026-03-07_22-18-50,3,271,71,1.000068,1.000061,0.050000,13.051,15.001,13.766
2026-03-07_22-18-51,3,272,72,1.000066,1.000061,0.050000,13.051,15.001,13.766
2026-03-07_22-18-52,3,273,73,1.000066,1.000061,0.050000,13.051,15.000,13.766
2026-03-07_22-18-53,3,274,74,1.000067,1.000061,0.050000,13.051,15.000,13.766
2026-03-07_22-18-54,3,275,75,1.000068,1.000061,0.050000,13.051,15.000,13.766
2026-03-07_22-18-55,3,276,76,1.000067,1.000061,0.050000,13.051,15.000,13.766
2026-03-07_22-18-56,3,277,77,1.000067,1.000061,0.050000,13.051,15.000,13.766
2026-03-07_22-18-56,3,278,78,1.000067,1.000061,0.050000,13.051,15.000,13.766
2026-03-07_22-18-57,3,279,79,1.000069,1.000061,0.050000,13.051,15.000,13.766
2026-03-07_22-18-58,3,280,80,1.000067,1.000061,0.050000,13.051,15.000,13.766
2026-03-07_22-18-59,3,281,81,1.000067,1.000061,0.050000,13.051,15.000,13.766
2026-03-07_22-19-00,3,282,82,1.000067,1.000061,0.050000,13.051,15.000,13.766
2026-03-07_22-19-01,3,283,83,1.000067,1.000061,0.050000,13.051,15.000,13.766
2026-03-07_22-19-01,3,284,84,1.000068,1.000062,0.050000,13.051,15.000,13.766
2026-03-07_22-19-02,3,285,85,1.000069,1.000062,0.050000,13.051,15.000,13.766
2026-03-07_22-19-03,3,286,86,1.000068,1.000062,0.050000,13.051,15.000,13.766
2026-03-07_22-19-04,3,287,87,1.000069,1.000062,0.050000,13.051,15.000,13.766
2026-03-07_22-19-05,3,288,88,1.000069,1.000062,0.050000,13.051,15.000,13.766
2026-03-07_22-19-06,3,289,89,1.000068,1.000062,0.050000,13.051,15.000,13.766
2026-03-07_22-19-06,3,290,90,1.000069,1.000062,0.050000,13.051,15.000,13.766
2026-03-07_22-19-07,3,291,91,1.000068,1.000062,0.050000,13.051,15.000,13.766
2026-03-07_22-19-08,3,292,92,1.000068,1.000062,0.050000,13.051,15.000,13.766
2026-03-07_22-19-09,3,293,93,1.000071,1.000062,0.050000,13.051,15.000,13.766
2026-03-07_22-19-10,3,294,94,1.000069,1.000062,0.050000,13.051,15.000,13.766
2026-03-07_22-19-11,3,295,95,1.000068,1.000062,0.050000,13.051,15.000,13.766
2026-03-07_22-19-12,3,296,96,1.000069,1.000062,0.050000,13.051,15.000,13.766
2026-03-07_22-19-12,3,297,97,1.000069,1.000063,0.050000,13.051,15.000,13.766
2026-03-07_22-19-13,3,298,98,1.000069,1.000063,0.050000,13.051,15.000,13.766
2026-03-07_22-19-14,3,299,99,1.000070,1.000063,0.050000,13.051,15.000,13.766
2026-03-07_22-19-15,3,300,100,1.000071,1.000063,0.050000,13.051,15.000,13.766
2026-03-07_22-19-16,4,301,1,1.000069,1.000069,0.050000,13.051,15.000,12.642
